item_id,pedido_id,produto_id,quantidade,preco_unitario
1075,412,7,2,4950.77
1076,412,5,2,531.02
1077,412,7,3,4950.77
1078,413,13,1,3527.3
1079,414,6,2,3094.29
1080,414,16,1,4056.34
1081,414,18,3,4342.01
1082,415,16,1,4056.34
1083,415,12,1,3500.23
1084,415,15,1,1503.28
1085,415,14,1,1829.48
1086,416,1,2,2806.17
1087,416,20,3,2581.14
1088,417,11,1,3716.8
1089,418,12,1,3500.23
1090,418,12,3,3500.23
1091,418,15,2,1503.28
1092,418,6,2,3094.29
1093,419,17,2,4060.06
1094,419,2,2,4683.97
1095,420,19,1,4570.54
1096,420,19,3,4570.54
1097,421,2,3,4683.97
1098,422,4,2,2871.8
1099,422,7,3,4950.77
1100,423,18,2,4342.01
1101,424,7,1,4950.77
1102,425,8,1,743.42
1103,425,1,2,2806.17
1104,425,4,2,2871.8
1105,425,7,1,4950.77
1106,426,10,3,4393.0
1107,426,11,3,3716.8
1108,427,2,3,4683.97
1109,428,3,3,3495.35
1110,429,17,3,4060.06
1111,429,14,2,1829.48
1112,430,14,2,1829.48
1113,431,12,1,3500.23
1114,431,9,3,2615.73
1115,431,3,2,3495.35
1116,431,3,3,3495.35
1117,432,12,1,3500.23
1118,433,20,3,2581.14
1119,433,19,1,4570.54
1120,434,7,1,4950.77
1121,435,3,2,3495.35
1122,435,9,3,2615.73
1123,435,7,3,4950.77
1124,436,8,1,743.42
1125,436,17,3,4060.06
1126,437,10,3,4393.0
1127,437,20,1,2581.14
1128,438,18,1,4342.01
1129,439,10,3,4393.0
1130,439,10,3,4393.0
1131,439,19,2,4570.54
1132,440,20,3,2581.14
1133,441,12,3,3500.23
1134,441,14,2,1829.48
1135,442,9,2,2615.73
1136,442,4,2,2871.8
1137,442,2,1,4683.97
1138,442,12,2,3500.23
1139,443,8,3,743.42
1140,443,7,3,4950.77
1141,443,20,2,2581.14
1142,444,7,1,4950.77
1143,444,3,3,3495.35
1144,444,16,3,4056.34
1145,444,19,2,4570.54
1146,445,20,3,2581.14
1147,446,1,2,2806.17
1148,446,17,1,4060.06
1149,447,9,3,2615.73
1150,448,13,3,3527.3
1151,448,4,3,2871.8
1152,448,12,1,3500.23
1153,448,17,2,4060.06
1154,449,14,3,1829.48
1155,450,16,3,4056.34
1156,450,3,3,3495.35
1157,450,4,3,2871.8
1158,450,1,3,2806.17
1159,451,20,1,2581.14
1160,451,7,1,4950.77
1161,451,6,3,3094.29
1162,452,20,3,2581.14
1163,452,13,2,3527.3
1164,452,4,1,2871.8
1165,453,9,1,2615.73
1166,453,9,3,2615.73
1167,453,14,3,1829.48
1168,454,6,3,3094.29
1169,455,19,2,4570.54
1170,455,9,1,2615.73
1171,455,20,1,2581.14
1172,456,8,3,743.42
1173,456,19,3,4570.54
1174,457,17,2,4060.06
1175,457,5,1,531.02
1176,457,1,2,2806.17
1177,457,13,3,3527.3
1178,458,14,2,1829.48
1179,458,16,1,4056.34
1180,459,20,3,2581.14
1181,459,13,2,3527.3
1182,460,19,3,4570.54
1183,460,17,3,4060.06
1184,460,20,2,2581.14
1185,461,16,3,4056.34
1186,461,9,1,2615.73
1187,461,20,1,2581.14
1188,461,15,2,1503.28
1189,462,9,2,2615.73
1190,463,20,3,2581.14
1191,463,17,3,4060.06
1192,463,20,1,2581.14
1193,463,16,1,4056.34
1194,464,6,1,3094.29
1195,464,10,2,4393.0
1196,464,4,3,2871.8
1197,464,18,2,4342.01
1198,465,9,3,2615.73
1199,465,17,2,4060.06
1200,465,15,1,1503.28
1201,465,18,2,4342.01
1202,466,9,1,2615.73
1203,466,2,1,4683.97
1204,466,1,2,2806.17
1205,466,19,3,4570.54
1206,467,10,2,4393.0
1207,467,13,1,3527.3
1208,468,20,2,2581.14
1209,469,3,1,3495.35
1210,470,10,1,4393.0
1211,470,6,3,3094.29
1212,471,17,1,4060.06
1213,472,7,1,4950.77
1214,473,19,3,4570.54
1215,473,9,2,2615.73
1216,473,8,3,743.42
1217,474,14,3,1829.48
1218,474,8,2,743.42
1219,474,6,1,3094.29
1220,475,5,3,531.02
1221,476,20,2,2581.14
1222,476,15,1,1503.28
1223,476,7,3,4950.77
1224,476,12,2,3500.23
1225,477,1,3,2806.17
1226,477,14,2,1829.48
1227,478,4,3,2871.8
1228,478,1,1,2806.17
1229,478,15,1,1503.28
1230,478,13,3,3527.3
1231,479,10,2,4393.0
1232,479,13,1,3527.3
1233,479,17,2,4060.06
1234,480,10,1,4393.0
1235,480,11,3,3716.8
1236,481,1,1,2806.17
1237,481,2,3,4683.97
1238,481,18,3,4342.01
1239,482,6,3,3094.29
1240,483,4,1,2871.8
1241,483,5,1,531.02
1242,484,6,1,3094.29
1243,484,20,1,2581.14
1244,484,20,3,2581.14
1245,485,17,3,4060.06
1246,485,20,2,2581.14
1247,485,17,3,4060.06
1248,486,17,2,4060.06
1249,486,16,2,4056.34
1250,486,20,1,2581.14
1251,486,16,2,4056.34
1252,487,15,2,1503.28
1253,487,4,2,2871.8
1254,488,13,2,3527.3
1255,488,5,1,531.02
1256,488,18,1,4342.01
1257,489,19,1,4570.54
1258,489,5,3,531.02
1259,489,18,3,4342.01
1260,490,6,2,3094.29
1261,491,15,1,1503.28
1262,491,18,3,4342.01
1263,492,12,1,3500.23
1264,492,17,2,4060.06
1265,492,10,1,4393.0
1266,493,9,1,2615.73
1267,494,1,3,2806.17
1268,495,8,2,743.42
1269,495,17,1,4060.06
1270,495,18,3,4342.01
1271,496,18,3,4342.01
1272,496,9,2,2615.73
1273,496,16,2,4056.34
1274,497,3,1,3495.35
1275,497,13,2,3527.3
1276,497,12,1,3500.23
1277,498,7,3,4950.77
1278,499,4,2,2871.8
1279,499,15,1,1503.28
1280,500,20,2,2581.14
1281,500,16,3,4056.34
1282,500,20,2,2581.14
1283,501,8,1,743.42
1284,501,16,2,4056.34
1285,502,8,2,743.42
1286,502,13,1,3527.3
1287,503,6,1,3094.29
1288,503,12,2,3500.23
1289,503,3,1,3495.35
1290,503,19,2,4570.54
1291,504,3,1,3495.35
1292,504,19,3,4570.54
1293,504,1,2,2806.17
1294,504,9,2,2615.73
1295,505,6,2,3094.29
1296,505,2,1,4683.97
1297,506,5,1,531.02
1298,506,13,2,3527.3
1299,506,15,2,1503.28
1300,507,15,3,1503.28
1301,507,7,1,4950.77
1302,507,17,2,4060.06
1303,507,11,3,3716.8
1304,508,3,3,3495.35
1305,508,20,1,2581.14
1306,509,16,3,4056.34
1307,509,1,2,2806.17
1308,510,8,1,743.42
1309,510,2,1,4683.97
1310,511,12,3,3500.23
1311,511,17,2,4060.06
1312,511,10,3,4393.0
1313,511,20,1,2581.14
1314,512,7,2,4950.77
1315,512,14,1,1829.48
1316,513,8,2,743.42
1317,513,6,1,3094.29
1318,514,8,1,743.42
1319,514,10,3,4393.0
1320,515,19,3,4570.54
1321,516,18,2,4342.01
1322,516,13,3,3527.3
1323,516,4,1,2871.8
1324,517,8,2,743.42
1325,517,1,2,2806.17
1326,517,3,2,3495.35
1327,517,3,1,3495.35
1328,518,14,1,1829.48
1329,518,4,1,2871.8
1330,518,18,3,4342.01
1331,519,1,3,2806.17
1332,519,2,2,4683.97
1333,519,11,1,3716.8
1334,519,19,3,4570.54
1335,520,12,1,3500.23
1336,520,9,3,2615.73
1337,520,5,3,531.02
1338,520,18,3,4342.01
1339,521,16,1,4056.34
1340,521,20,3,2581.14
1341,522,15,2,1503.28
1342,523,8,1,743.42
1343,523,5,1,531.02
1344,523,11,2,3716.8
1345,524,20,2,2581.14
1346,524,18,2,4342.01
1347,525,10,1,4393.0
1348,526,6,3,3094.29
1349,526,1,1,2806.17
1350,527,18,2,4342.01
1351,527,12,1,3500.23
1352,527,15,2,1503.28
1353,527,3,3,3495.35
1354,528,7,3,4950.77
1355,528,2,2,4683.97
1356,529,15,1,1503.28
1357,529,17,1,4060.06
1358,529,2,2,4683.97
1359,530,1,2,2806.17
1360,530,10,3,4393.0
1361,531,19,1,4570.54
1362,531,1,1,2806.17
1363,532,7,3,4950.77
1364,532,16,2,4056.34
1365,532,18,3,4342.01
1366,532,15,3,1503.28
1367,533,6,2,3094.29
1368,533,20,1,2581.14
1369,533,11,1,3716.8
1370,533,17,3,4060.06
1371,534,11,1,3716.8
1372,534,20,3,2581.14
1373,534,2,1,4683.97
1374,534,14,3,1829.48
1375,535,15,3,1503.28
1376,535,19,3,4570.54
1377,535,2,1,4683.97
1378,535,19,3,4570.54
1379,536,9,3,2615.73
1380,536,2,1,4683.97
1381,536,17,1,4060.06
1382,536,11,2,3716.8
1383,537,11,1,3716.8
1384,537,18,1,4342.01
1385,538,20,1,2581.14
1386,538,4,1,2871.8
1387,539,6,1,3094.29
1388,539,18,2,4342.01
1389,539,11,2,3716.8
1390,540,15,1,1503.28
1391,541,2,3,4683.97
1392,542,2,3,4683.97
1393,542,11,2,3716.8
1394,543,14,1,1829.48
1395,543,15,3,1503.28
1396,543,7,2,4950.77
1397,544,11,2,3716.8
1398,544,11,2,3716.8
1399,544,19,3,4570.54
1400,544,10,3,4393.0
1401,545,7,1,4950.77
1402,545,15,2,1503.28
1403,545,5,1,531.02
1404,545,8,1,743.42
1405,546,19,3,4570.54
1406,547,4,3,2871.8
1407,547,3,3,3495.35
1408,547,14,1,1829.48
1409,548,14,2,1829.48
1410,549,17,3,4060.06
1411,549,9,2,2615.73
1412,550,2,3,4683.97
1413,550,13,3,3527.3
1414,551,9,1,2615.73
1415,552,6,3,3094.29
1416,553,2,2,4683.97
1417,554,13,1,3527.3
1418,554,16,2,4056.34
1419,554,2,1,4683.97
1420,554,15,2,1503.28
1421,555,10,2,4393.0
1422,556,15,2,1503.28
1423,556,2,1,4683.97
1424,557,15,3,1503.28
1425,557,7,1,4950.77
1426,557,20,2,2581.14
1427,558,4,1,2871.8
1428,558,6,3,3094.29
1429,559,8,1,743.42
1430,560,7,3,4950.77
1431,560,16,1,4056.34
1432,561,14,2,1829.48
1433,561,18,3,4342.01
1434,562,16,2,4056.34
1435,562,12,3,3500.23
1436,562,1,3,2806.17
1437,563,15,1,1503.28
1438,563,6,1,3094.29
1439,563,9,2,2615.73
1440,564,8,3,743.42
1441,564,7,3,4950.77
1442,564,12,2,3500.23
1443,565,18,1,4342.01
1444,565,6,3,3094.29
1445,565,7,1,4950.77
1446,566,9,3,2615.73
1447,567,18,1,4342.01
1448,568,13,1,3527.3
1449,568,12,3,3500.23
1450,568,12,3,3500.23
1451,569,17,3,4060.06
1452,570,19,3,4570.54
1453,571,19,2,4570.54
1454,571,17,3,4060.06
1455,571,1,2,2806.17
1456,571,3,3,3495.35
1457,572,10,1,4393.0
1458,572,2,2,4683.97
1459,573,4,1,2871.8
1460,574,11,2,3716.8
1461,574,14,1,1829.48
1462,575,18,2,4342.01
1463,576,3,3,3495.35
1464,577,1,3,2806.17
1465,578,3,2,3495.35
1466,578,7,2,4950.77
1467,578,19,3,4570.54
1468,578,7,1,4950.77
1469,579,2,2,4683.97
1470,579,3,1,3495.35
1471,580,13,3,3527.3
1472,581,8,2,743.42
1473,581,8,1,743.42
1474,582,13,3,3527.3
1475,582,2,3,4683.97
1476,583,4,2,2871.8
1477,584,4,2,2871.8
1478,584,13,1,3527.3
1479,584,9,3,2615.73
1480,584,11,1,3716.8
1481,585,19,3,4570.54
1482,585,12,2,3500.23
1483,585,7,2,4950.77
1484,585,17,1,4060.06
1485,586,6,2,3094.29
1486,586,7,2,4950.77
1487,587,20,3,2581.14
1488,588,19,1,4570.54
1489,589,17,2,4060.06
1490,589,18,3,4342.01
1491,589,7,1,4950.77
1492,589,8,1,743.42
1493,590,5,2,531.02
1494,591,11,1,3716.8
1495,591,2,2,4683.97
1496,591,1,1,2806.17
1497,592,19,1,4570.54
1498,592,10,2,4393.0
1499,592,16,2,4056.34
1500,593,16,1,4056.34
1501,593,12,2,3500.23
1502,594,17,3,4060.06
1503,594,11,3,3716.8
1504,595,6,2,3094.29
1505,595,7,2,4950.77
1506,595,11,3,3716.8
1507,595,8,3,743.42
1508,596,14,1,1829.48
1509,596,9,1,2615.73
1510,596,6,1,3094.29
1511,596,8,2,743.42
1512,597,17,2,4060.06
1513,598,8,3,743.42
1514,598,17,2,4060.06
1515,598,11,1,3716.8
1516,599,2,3,4683.97
1517,599,9,3,2615.73
1518,599,4,3,2871.8
1519,599,14,2,1829.48
1520,600,2,2,4683.97
1521,601,9,1,2615.73
1522,602,6,2,3094.29
1523,602,11,1,3716.8
1524,602,10,2,4393.0
1525,602,8,1,743.42
1526,603,11,3,3716.8
1527,603,11,2,3716.8
1528,603,3,2,3495.35
1529,604,7,1,4950.77
1530,604,12,3,3500.23
1531,604,1,3,2806.17
1532,605,20,1,2581.14
1533,605,2,1,4683.97
1534,605,11,2,3716.8
1535,605,5,1,531.02
1536,606,6,3,3094.29
1537,606,4,3,2871.8
1538,606,11,3,3716.8
1539,606,17,3,4060.06
1540,607,4,1,2871.8
1541,607,2,3,4683.97
1542,607,3,3,3495.35
1543,608,5,3,531.02
1544,608,17,2,4060.06
1545,608,16,3,4056.34
1546,609,13,1,3527.3
1547,609,12,2,3500.23
1548,609,8,1,743.42
1549,609,19,2,4570.54
1550,610,9,2,2615.73
1551,610,2,3,4683.97
1552,610,19,2,4570.54
1553,610,1,1,2806.17
1554,611,1,3,2806.17
1555,612,16,1,4056.34
1556,612,11,1,3716.8
1557,612,2,1,4683.97
1558,613,13,3,3527.3
1559,614,15,3,1503.28
1560,614,14,2,1829.48
1561,614,11,3,3716.8
1562,614,8,3,743.42
1563,615,6,3,3094.29
1564,615,4,3,2871.8
1565,615,13,2,3527.3
1566,615,4,1,2871.8
1567,616,14,1,1829.48
1568,617,12,2,3500.23
1569,617,7,3,4950.77
1570,617,17,2,4060.06
1571,618,20,2,2581.14
1572,618,12,3,3500.23
1573,619,2,2,4683.97
1574,620,4,2,2871.8
1575,620,5,3,531.02
1576,620,5,3,531.02
1577,621,9,2,2615.73
1578,622,16,3,4056.34
1579,622,1,1,2806.17
1580,622,7,2,4950.77
1581,623,15,2,1503.28
1582,623,14,1,1829.48
1583,623,20,3,2581.14
1584,623,20,2,2581.14
1585,624,20,1,2581.14
1586,624,20,1,2581.14
1587,624,1,1,2806.17
1588,624,18,2,4342.01
1589,625,20,3,2581.14
1590,625,2,2,4683.97
1591,626,19,1,4570.54
1592,626,12,2,3500.23
1593,627,20,1,2581.14
1594,627,11,2,3716.8
1595,628,15,2,1503.28
1596,629,7,2,4950.77
1597,630,8,3,743.42
1598,631,9,1,2615.73
1599,631,17,1,4060.06
1600,631,20,2,2581.14
1601,632,7,2,4950.77
1602,632,8,2,743.42
1603,633,5,3,531.02
1604,634,6,2,3094.29
1605,635,3,2,3495.35
1606,635,19,3,4570.54
1607,636,7,3,4950.77
1608,636,14,1,1829.48
1609,636,7,1,4950.77
1610,637,17,3,4060.06
1611,637,14,1,1829.48
1612,638,16,1,4056.34
1613,639,2,3,4683.97
1614,640,15,1,1503.28
1615,641,16,3,4056.34
1616,641,16,1,4056.34
1617,641,4,1,2871.8
1618,642,9,1,2615.73
1619,642,2,3,4683.97
1620,642,4,2,2871.8
1621,642,1,1,2806.17
1622,643,12,1,3500.23
1623,643,10,1,4393.0
1624,643,1,3,2806.17
1625,643,19,3,4570.54
1626,644,6,1,3094.29
1627,644,13,3,3527.3
1628,644,12,2,3500.23
1629,645,13,2,3527.3
1630,645,8,2,743.42
1631,646,5,2,531.02
1632,646,19,2,4570.54
1633,646,3,3,3495.35
1634,646,6,2,3094.29
1635,647,8,2,743.42
1636,647,12,1,3500.23
1637,647,2,1,4683.97
1638,648,8,3,743.42
1639,648,5,3,531.02
1640,648,4,2,2871.8
1641,649,2,3,4683.97
1642,649,11,1,3716.8
1643,649,1,2,2806.17
1644,650,8,2,743.42
1645,650,7,1,4950.77
1646,650,13,3,3527.3
1647,650,17,3,4060.06
1648,651,7,2,4950.77
1649,651,12,1,3500.23
1650,651,5,1,531.02
1651,652,2,2,4683.97
1652,652,20,2,2581.14
1653,652,19,1,4570.54
1654,652,11,3,3716.8
1655,653,4,3,2871.8
1656,654,8,2,743.42
1657,654,11,2,3716.8
1658,655,14,1,1829.48
1659,655,5,2,531.02
1660,655,3,3,3495.35
1661,655,17,1,4060.06
1662,656,5,3,531.02
1663,657,9,3,2615.73
1664,657,12,2,3500.23
1665,658,12,3,3500.23
1666,658,12,3,3500.23
1667,658,2,3,4683.97
1668,659,14,2,1829.48
1669,660,13,2,3527.3
1670,660,13,2,3527.3
1671,660,13,2,3527.3
1672,660,14,3,1829.48
1673,661,2,1,4683.97
1674,661,14,3,1829.48
1675,661,5,2,531.02
1676,662,3,2,3495.35
1677,663,13,1,3527.3
1678,663,3,3,3495.35
1679,664,13,1,3527.3
1680,664,15,3,1503.28
1681,664,9,2,2615.73
1682,665,17,1,4060.06
1683,665,5,3,531.02
1684,666,6,2,3094.29
1685,666,20,2,2581.14
1686,666,18,3,4342.01
1687,667,17,3,4060.06
1688,667,5,1,531.02
1689,667,5,3,531.02
1690,668,12,1,3500.23
1691,669,14,3,1829.48
1692,669,19,2,4570.54
1693,669,18,2,4342.01
1694,670,14,3,1829.48
1695,670,17,2,4060.06
1696,670,15,3,1503.28
1697,670,17,3,4060.06
1698,671,11,3,3716.8
1699,671,18,1,4342.01
1700,671,19,3,4570.54
1701,672,6,2,3094.29
1702,672,19,3,4570.54
1703,672,11,2,3716.8
1704,673,19,2,4570.54
1705,673,7,3,4950.77
1706,673,6,3,3094.29
1707,673,13,2,3527.3
1708,674,11,1,3716.8
1709,675,4,2,2871.8
1710,675,8,1,743.42
1711,675,10,1,4393.0
1712,676,6,1,3094.29
1713,676,17,3,4060.06
1714,676,11,2,3716.8
1715,677,14,1,1829.48
1716,677,18,3,4342.01
1717,677,4,1,2871.8
1718,678,19,3,4570.54
1719,678,2,3,4683.97
1720,678,15,1,1503.28
1721,679,3,1,3495.35
1722,680,12,2,3500.23
1723,680,13,3,3527.3
1724,681,3,3,3495.35
1725,681,16,3,4056.34
1726,682,18,3,4342.01
1727,682,17,2,4060.06
1728,683,14,1,1829.48
1729,683,15,1,1503.28
1730,683,1,1,2806.17
1731,683,16,1,4056.34
1732,684,7,3,4950.77
1733,684,4,3,2871.8
1734,684,18,3,4342.01
1735,684,2,3,4683.97
1736,685,13,3,3527.3
1737,685,14,2,1829.48
1738,685,19,2,4570.54
1739,685,15,3,1503.28
1740,686,14,2,1829.48
1741,686,14,1,1829.48
1742,686,9,1,2615.73
1743,687,11,1,3716.8
1744,688,12,2,3500.23
1745,688,11,2,3716.8
1746,688,13,3,3527.3
1747,689,15,2,1503.28
1748,689,13,3,3527.3
1749,690,4,3,2871.8
1750,690,5,1,531.02
1751,691,1,3,2806.17
1752,691,9,2,2615.73
1753,691,13,1,3527.3
1754,692,9,3,2615.73
1755,693,16,3,4056.34
1756,693,6,3,3094.29
1757,693,6,1,3094.29
1758,694,3,1,3495.35
1759,695,20,1,2581.14
1760,696,1,2,2806.17
1761,696,15,3,1503.28
1762,696,19,2,4570.54
1763,697,14,1,1829.48
1764,697,3,3,3495.35
1765,697,6,3,3094.29
1766,697,16,3,4056.34
1767,698,15,2,1503.28
1768,698,16,1,4056.34
1769,698,9,2,2615.73
1770,698,19,1,4570.54
1771,699,11,1,3716.8
1772,700,5,3,531.02
1773,700,17,1,4060.06
1774,701,6,2,3094.29
1775,701,1,2,2806.17
1776,702,7,2,4950.77
1777,702,20,3,2581.14
1778,702,2,3,4683.97
1779,703,17,2,4060.06
1780,703,4,2,2871.8
1781,703,13,3,3527.3
1782,703,13,1,3527.3
1783,704,7,1,4950.77
1784,704,9,3,2615.73
1785,704,16,1,4056.34
1786,705,6,1,3094.29
1787,705,12,1,3500.23
1788,705,10,1,4393.0
1789,705,6,2,3094.29
1790,706,6,1,3094.29
1791,706,20,2,2581.14
1792,707,18,1,4342.01
1793,707,13,1,3527.3
1794,707,14,1,1829.48
1795,707,14,2,1829.48
1796,708,15,2,1503.28
1797,709,13,3,3527.3
1798,709,6,1,3094.29
1799,709,3,1,3495.35
1800,710,4,3,2871.8
1801,710,18,2,4342.01
1802,710,16,1,4056.34
1803,710,13,1,3527.3
1804,711,5,2,531.02
1805,711,1,1,2806.17
1806,711,14,3,1829.48
1807,711,19,3,4570.54
1808,712,12,3,3500.23
1809,712,6,3,3094.29
1810,712,7,1,4950.77
1811,713,3,3,3495.35
1812,713,20,2,2581.14
1813,713,1,1,2806.17
1814,714,4,2,2871.8
1815,714,18,2,4342.01
1816,715,19,2,4570.54
1817,715,10,3,4393.0
1818,715,18,3,4342.01
1819,716,4,1,2871.8
1820,716,14,3,1829.48
1821,717,18,1,4342.01
1822,718,13,1,3527.3
1823,718,9,1,2615.73
1824,719,12,2,3500.23
1825,719,10,2,4393.0
1826,719,9,2,2615.73
1827,719,7,2,4950.77
1828,720,10,2,4393.0
1829,720,14,2,1829.48
1830,720,5,2,531.02
1831,721,8,2,743.42
1832,721,1,3,2806.17
1833,722,14,1,1829.48
1834,722,16,2,4056.34
1835,723,18,3,4342.01
1836,724,5,2,531.02
1837,725,20,2,2581.14
1838,726,16,3,4056.34
1839,726,5,3,531.02
1840,726,4,2,2871.8
1841,726,3,2,3495.35
1842,727,19,3,4570.54
1843,727,9,1,2615.73
1844,727,9,1,2615.73
1845,727,6,2,3094.29
1846,728,16,1,4056.34
1847,728,17,2,4060.06
1848,729,14,2,1829.48
1849,729,5,3,531.02
1850,730,3,2,3495.35
1851,730,6,1,3094.29
1852,730,19,1,4570.54
1853,730,8,1,743.42
1854,731,16,2,4056.34
1855,731,16,2,4056.34
1856,732,6,3,3094.29
1857,732,2,3,4683.97
1858,732,1,1,2806.17
1859,733,9,3,2615.73
1860,733,15,1,1503.28
1861,734,20,3,2581.14
1862,734,11,1,3716.8
1863,734,3,1,3495.35
1864,735,13,3,3527.3
1865,736,1,1,2806.17
1866,736,10,1,4393.0
1867,736,17,1,4060.06
1868,736,7,2,4950.77
1869,737,5,1,531.02
1870,737,8,3,743.42
1871,737,18,1,4342.01
1872,737,7,1,4950.77
1873,738,11,3,3716.8
1874,738,1,2,2806.17
1875,738,7,1,4950.77
1876,739,1,2,2806.17
1877,740,2,1,4683.97
1878,740,5,1,531.02
1879,740,19,1,4570.54
1880,741,5,3,531.02
1881,741,3,3,3495.35
1882,741,5,2,531.02
1883,742,12,1,3500.23
1884,742,8,1,743.42
1885,742,9,3,2615.73
1886,742,12,1,3500.23
1887,743,15,3,1503.28
1888,744,13,1,3527.3
1889,744,15,1,1503.28
1890,744,17,2,4060.06
1891,744,3,3,3495.35
1892,745,9,2,2615.73
1893,745,19,1,4570.54
1894,746,13,1,3527.3
1895,746,9,2,2615.73
1896,746,6,3,3094.29
1897,747,10,1,4393.0
1898,747,14,3,1829.48
1899,748,10,2,4393.0
1900,748,5,3,531.02
1901,748,17,2,4060.06
1902,748,5,2,531.02
1903,749,3,2,3495.35
1904,749,2,2,4683.97
1905,749,17,3,4060.06
1906,749,13,1,3527.3
1907,750,15,3,1503.28
1908,750,6,1,3094.29
1909,750,18,2,4342.01
1910,750,5,3,531.02
1911,751,19,2,4570.54
1912,751,12,1,3500.23
1913,752,16,2,4056.34
1914,752,1,2,2806.17
1915,752,19,3,4570.54
1916,752,10,3,4393.0
1917,753,1,1,2806.17
1918,753,11,2,3716.8
1919,753,11,3,3716.8
1920,753,8,1,743.42
1921,754,7,3,4950.77
1922,754,17,1,4060.06
1923,755,16,1,4056.34
1924,755,4,1,2871.8
1925,755,15,2,1503.28
1926,755,2,2,4683.97
1927,756,6,3,3094.29
1928,756,3,3,3495.35
1929,757,8,3,743.42
1930,757,3,2,3495.35
1931,757,14,1,1829.48
1932,757,5,1,531.02
1933,758,4,1,2871.8
1934,758,7,2,4950.77
1935,758,6,3,3094.29
1936,758,1,3,2806.17
1937,759,6,3,3094.29
1938,759,19,2,4570.54
1939,760,1,3,2806.17
1940,760,10,3,4393.0
1941,760,18,1,4342.01
1942,760,2,3,4683.97
1943,761,12,3,3500.23
1944,762,2,3,4683.97
1945,762,10,1,4393.0
1946,763,20,1,2581.14
1947,763,8,1,743.42
1948,764,4,2,2871.8
1949,764,5,1,531.02
1950,764,12,3,3500.23
1951,765,3,2,3495.35
1952,765,9,2,2615.73
1953,765,4,2,2871.8
1954,765,7,2,4950.77
1955,766,4,1,2871.8
1956,767,10,2,4393.0
1957,768,5,2,531.02
1958,768,17,1,4060.06
1959,768,4,2,2871.8
1960,769,9,3,2615.73
1961,769,11,3,3716.8
1962,769,5,3,531.02
1963,769,16,3,4056.34
1964,770,11,1,3716.8
1965,770,2,3,4683.97
1966,770,5,3,531.02
1967,771,2,3,4683.97
1968,771,9,2,2615.73
1969,772,5,3,531.02
1970,772,10,1,4393.0
1971,773,4,1,2871.8
1972,774,15,3,1503.28
1973,775,2,1,4683.97
1974,775,15,2,1503.28
1975,776,8,1,743.42
1976,777,10,2,4393.0
1977,777,7,2,4950.77
1978,778,17,1,4060.06
1979,778,12,1,3500.23
1980,778,19,2,4570.54
1981,779,16,2,4056.34
1982,779,19,1,4570.54
1983,779,7,3,4950.77
1984,780,14,1,1829.48
1985,780,2,1,4683.97
1986,780,20,1,2581.14
1987,780,16,2,4056.34
1988,781,15,2,1503.28
1989,781,12,1,3500.23
1990,782,14,2,1829.48
1991,783,2,2,4683.97
1992,783,7,3,4950.77
1993,783,4,1,2871.8
1994,784,2,1,4683.97
1995,784,18,2,4342.01
1996,785,2,2,4683.97
1997,785,15,3,1503.28
1998,786,14,3,1829.48
1999,786,7,1,4950.77
2000,786,3,3,3495.35
2001,786,12,2,3500.23
2002,787,12,2,3500.23
2003,788,15,1,1503.28
2004,788,10,2,4393.0
2005,788,14,2,1829.48
2006,788,2,1,4683.97
2007,789,4,3,2871.8
2008,789,8,3,743.42
2009,789,4,1,2871.8
2010,790,20,2,2581.14
2011,790,13,2,3527.3
2012,791,16,1,4056.34
2013,791,14,1,1829.48
2014,791,2,2,4683.97
2015,791,1,2,2806.17
2016,792,1,1,2806.17
2017,792,12,3,3500.23
2018,792,12,2,3500.23
2019,792,6,1,3094.29
2020,793,16,1,4056.34
2021,794,9,3,2615.73
2022,794,19,3,4570.54
2023,795,11,2,3716.8
2024,795,15,2,1503.28
2025,795,4,3,2871.8
2026,795,20,2,2581.14
2027,796,5,2,531.02
2028,796,18,3,4342.01
2029,797,18,2,4342.01
2030,798,13,2,3527.3
2031,799,3,2,3495.35
2032,799,11,1,3716.8
2033,800,4,1,2871.8
2034,800,18,2,4342.01
2035,800,12,1,3500.23
2036,801,17,2,4060.06
2037,801,18,3,4342.01
2038,801,11,3,3716.8
2039,802,20,3,2581.14
2040,802,15,2,1503.28
2041,802,12,2,3500.23
2042,803,17,3,4060.06
2043,804,11,3,3716.8
2044,804,11,1,3716.8
2045,804,10,2,4393.0
2046,804,16,2,4056.34
2047,805,11,2,3716.8
2048,806,5,1,531.02
2049,806,16,2,4056.34
2050,806,2,3,4683.97
2051,806,2,2,4683.97
2052,807,9,2,2615.73
2053,807,8,3,743.42
2054,807,20,3,2581.14
2055,808,13,2,3527.3
2056,808,18,1,4342.01
2057,808,19,3,4570.54
2058,808,10,2,4393.0
2059,809,10,3,4393.0
2060,809,8,3,743.42
2061,809,8,2,743.42
2062,809,3,3,3495.35
2063,810,17,3,4060.06
2064,810,2,2,4683.97
2065,810,13,2,3527.3
2066,810,2,3,4683.97
2067,811,3,1,3495.35
2068,811,12,1,3500.23
2069,811,11,1,3716.8
2070,812,11,1,3716.8
2071,812,4,3,2871.8
2072,812,1,1,2806.17
2073,812,1,3,2806.17
2074,813,13,3,3527.3
2075,813,15,2,1503.28
2076,814,12,1,3500.23
2077,814,20,2,2581.14
2078,815,12,2,3500.23
